# OGLE ID        MOA ID	  RA (J2000)	  Dec(J2000)	 Tmax[HJD]    Tmax[UTC]   Talert[HJD]     Talert[UTC]  DeltaT[d]    tE[d]    Umin    Amax   Ibase[mag]   I0[mag]   
None  MOA-2011-BLG-0400  18:08:09.045  -32:00:26.496  2455805.843952  None  None  None  None  11.727949  0.239073  4.2719  19.616  18.03941
None  MOA-2011-BLG-0401  18:03:30.834  -30:55:47.248  2455807.75442  None  None  None  None  0.394111  4.899369  1.003  20.8799  20.87670
None  MOA-2011-BLG-0407  18:12:23.236  -27:12:30.110  2455809.024235  None  None  None  None  0.902330  4.999992  1.0028  21.216  21.21299
None  MOA-2011-BLG-0416  18:05:34.714  -27:14:03.844  2454419.766875  None  None  None  None  5000.000000  0.500096  2.1825  19.579  18.73161
None  MOA-2011-BLG-0417  18:01:18.163  -28:26:24.050  2455855.496162  None  None  None  None  118.511943  0.000041  24390.2439  28.7661  17.79807
None  MOA-2011-BLG-0418  17:59:40.891  -26:48:01.368  2455830.15546  None  None  None  None  8.079411  4.981938  1.0028  18.424  18.42100
None  MOA-2011-BLG-0422  18:11:14.758  -26:20:19.460  2455808.945015  None  None  None  None  0.834465  0.085119  11.7802  22.1564  19.47856
OGLE-2011-BLG-0001  MOA-2011-BLG-0040  17:54:00.024  -29:06:05.702  2455646.032803  2011-03-23.69  None  None  None  59.962391  0.000000  1.8636  -inf  20.84461
OGLE-2011-BLG-0002  None  17:54:44.93  -28:54:13.5  2455608.8889  2011-02-16.47  None  None  None  24.140579  0.151139  6.673  21.0611  19.00032
OGLE-2011-BLG-0003  None  17:49:39.07  -30:27:08.4  2455610.859441  2011-02-18.71  None  None  None  34.537620  0.635208  1.8031  19.6655  19.02539
OGLE-2011-BLG-0004  None  17:49:38.40  -29:52:52.3  2455637.898097  2011-03-17.41  None  None  None  39.115501  0.172570  5.8593  20.2207  18.30114
OGLE-2011-BLG-0005  None  17:54:04.34  -29:48:47.7  2455590.957982  2011-02-01.30  None  None  None  68.042931  0.234479  4.3522  20.4462  18.84944
OGLE-2011-BLG-0006  None  17:53:16.13  -29:29:35.3  2455623.779359  2011-02-19.43  None  None  None  37.634343  0.270397  3.7989  20.1693  18.72019
OGLE-2011-BLG-0007  MOA-2011-BLG-0046  17:58:51.446  -28:34:36.509  2455628.34987  2011-03-07.64  None  None  None  77.063959  0.241525  4.2304  18.034  16.46803
OGLE-2011-BLG-0008  MOA-2011-BLG-0008  17:59:47.204  -29:38:14.201  2455609.645997  2011-02-17.00  None  None  None  24.422069  0.091660  10.9442  21.0364  18.43841
OGLE-2011-BLG-0009  MOA-2011-BLG-0003  17:58:43.234  -29:26:11.368  2455607.69083  2011-02-14.83  None  None  None  54.752109  0.030693  32.5922  24.585  20.80220
OGLE-2011-BLG-0010  None  17:57:30.03  -28:58:08.6  2455601.172488  2011-02-08.73  None  None  None  85.659027  0.016150  61.9256  23.9092  19.42949
OGLE-2011-BLG-0011  None  18:00:16.53  -30:32:02.3  2455604.680706  2011-02-12.43  None  None  None  20.676155  0.808366  1.5217  18.3581  17.90234
OGLE-2011-BLG-0012  MOA-2011-BLG-0006  17:56:28.359  -30:04:30.547  2455632.000082  2011-03-11.46  None  None  None  33.783722  0.281942  3.6517  18.6767  17.27046
OGLE-2011-BLG-0013  None  17:56:01.78  -30:05:12.8  2455606.773565  2011-02-14.24  None  None  None  31.128906  0.365583  2.8706  19.8263  18.68138
OGLE-2011-BLG-0014  MOA-2011-BLG-0001  18:03:41.159  -27:45:42.930  2455612.68037  2011-02-19.88  None  None  None  19.837031  0.547475  2.0258  17.934  17.16752
OGLE-2011-BLG-0015  None  18:05:30.99  -27:25:59.9  2455594.716451  2011-02-02.70  None  None  None  21.313665  0.777900  1.5606  18.4615  17.97833
OGLE-2011-BLG-0016  None  18:00:56.43  -27:29:51.9  2455594.696675  2011-02-02.09  None  None  None  56.639899  0.090104  11.132  20.8299  18.21349
OGLE-2011-BLG-0017  None  18:03:01.98  -27:07:04.9  2455584.459749  2011-01-23.15  None  None  None  27.874462  0.000005  200000.0  31.9656  18.71302
OGLE-2011-BLG-0018  None  18:01:28.23  -28:41:30.2  2455386.383412  2011-01-30.99  None  None  None  35.234423  1.123893  1.2656  19.8936  19.63787
OGLE-2011-BLG-0019  None  17:36:12.19  -26:53:46.9  2455611.677006  2011-02-19.31  None  None  None  225.068190  0.019188  52.1231  24.5244  20.23179
OGLE-2011-BLG-0020  MOA-2011-BLG-0012  17:52:37.135  -28:59:03.862  2455624.778798  2011-03-04.33  None  None  None  22.545323  0.291147  3.5429  18.0438  16.67042
OGLE-2011-BLG-0021  None  17:53:35.25  -27:59:56.2  2455619.520731  2011-02-26.87  None  None  None  45.800070  0.000001  1000000.0  34.4384  19.43839
OGLE-2011-BLG-0022  MOA-2011-BLG-0025  17:53:17.939  -30:02:28.957  2455919.206143  2011-05-06.63  None  None  None  14.473375  3.938276  1.0066  15.6217  15.61455
OGLE-2011-BLG-0023  None  17:51:28.61  -30:05:53.7  2455613.526637  2011-02-20.93  None  None  None  50.480172  0.333022  3.1263  19.6272  18.38967
OGLE-2011-BLG-0024  None  17:59:48.30  -28:31:23.4  2455355.123762  2011-01-11.89  None  None  None  3060.304969  0.002992  334.2257  24.0758  17.76575
OGLE-2011-BLG-0025  MOA-2011-BLG-0005  17:56:01.664  -28:36:13.946  2455611.033454  2011-02-18.42  None  None  None  37.868682  0.026268  38.079  21.7616  17.80989
OGLE-2011-BLG-0026  None  17:55:34.57  -28:20:16.5  2455609.750163  2011-02-17.22  None  None  None  15.944825  0.309479  3.3462  21.3476  20.03627
OGLE-2011-BLG-0027  None  17:59:03.33  -28:04:51.4  2455610.585861  2011-02-18.15  None  None  None  4999.999998  0.000751  1331.5582  25.4778  17.66688
OGLE-2011-BLG-0028  None  17:55:16.38  -28:10:18.7  2455602.961794  2011-02-14.16  None  None  None  540.695076  0.017511  57.1135  19.7836  15.39176
OGLE-2011-BLG-0029  None  17:59:01.51  -29:46:13.3  2455594.582311  2011-01-26.83  None  None  None  38.345543  0.434337  2.4621  16.5384  15.56012
OGLE-2011-BLG-0030  None  17:57:22.74  -29:34:16.8  2455608.218756  2011-02-15.86  None  None  None  7.578865  0.306331  3.3782  19.0733  17.75162
OGLE-2011-BLG-0031  None  17:58:51.73  -29:19:36.7  2455609.808918  2011-02-17.30  None  None  None  5.929743  0.789150  1.5458  18.9143  18.44147
OGLE-2011-BLG-0032  MOA-2011-BLG-0010  17:56:40.686  -29:18:26.816  2455645.582393  2011-02-18.00  None  None  None  5000.000000  0.189472  5.3486  17.0514  15.23081
OGLE-2011-BLG-0033  None  17:55:52.85  -29:15:32.1  2455605.286291  2011-02-12.70  None  None  None  36.553847  0.671738  1.7296  15.9314  15.33650
OGLE-2011-BLG-0034  MOA-2011-BLG-0007  17:58:05.876  -29:06:10.120  2455608.352857  2011-02-15.83  None  None  None  10.670366  0.337647  3.0868  18.1715  16.94768
OGLE-2011-BLG-0035  None  17:58:23.17  -28:48:38.5  2455601.910688  2011-02-09.45  None  None  None  45.828561  0.148160  6.8049  20.9498  18.86773
OGLE-2011-BLG-0036  None  17:55:16.68  -31:04:01.1  2455603.118964  2011-02-10.59  None  None  None  79.459370  0.023435  42.68  23.5648  19.48926
OGLE-2011-BLG-0037  MOA-2011-BLG-0039  17:55:55.828  -30:33:39.575  2455851.78388  2011-09-04.47  None  None  None  8.642846  0.048820  20.5017  19.4533  16.17382
OGLE-2011-BLG-0038  None  17:59:34.23  -29:57:53.4  2455599.554897  2011-02-07.10  None  None  None  20.294363  0.022230  44.9926  23.2667  19.13389
OGLE-2011-BLG-0039  None  17:56:48.54  -30:03:57.6  2455583.263746  2011-01-21.40  None  None  None  96.824563  0.311795  3.323  19.9273  18.62345
OGLE-2011-BLG-0040  None  18:02:08.33  -27:50:07.2  2455602.253391  2011-02-09.80  None  None  None  19.324901  1.465240  1.1415  16.0023  15.85855
OGLE-2011-BLG-0041  None  18:01:11.07  -27:29:21.8  2455637.72856  2011-03-17.02  None  None  None  44.818256  1.779094  1.0846  16.2371  16.14892
OGLE-2011-BLG-0042  MOA-2011-BLG-0017  18:04:54.213  -27:16:41.808  2455602.205763  2011-02-03.78  None  None  None  45.364297  0.492244  2.2116  16.7369  15.87509
OGLE-2011-BLG-0043  None  18:04:35.84  -27:19:29.0  2455578.467306  2011-01-16.51  None  None  None  65.020408  0.951003  1.3791  18.2216  17.87261
OGLE-2011-BLG-0044  None  18:02:03.63  -27:15:42.3  2455607.437549  2011-02-14.98  None  None  None  30.996244  0.138412  7.2766  21.6907  19.53589
OGLE-2011-BLG-0045  MOA-2011-BLG-0027  18:05:19.943  -28:45:14.022  2455639.98591  2011-03-20.07  None  None  None  91.474282  0.174733  5.7883  18.8709  16.96449
OGLE-2011-BLG-0046  None  18:03:38.43  -28:54:16.5  2455604.872803  2011-02-12.29  None  None  None  18.728242  0.496228  2.1967  18.6667  17.81228
OGLE-2011-BLG-0047  None  18:00:40.40  -28:42:20.0  2455607.129816  2011-02-14.65  None  None  None  5.617731  1.186408  1.2351  17.476  17.24677
OGLE-2011-BLG-0048  None  18:04:13.14  -28:09:31.8  2455595.314931  2011-02-02.52  None  None  None  58.014342  0.178439  5.6708  21.811  19.92686
OGLE-2011-BLG-0049  None  18:01:44.90  -28:14:08.0  2455604.632907  2011-02-12.16  None  None  None  9.955455  1.369524  1.1675  17.2807  17.11262
OGLE-2011-BLG-0050  None  17:38:32.25  -27:03:56.8  2455643.285181  2011-03-22.78  None  None  None  52.054222  0.211750  4.8016  19.7851  18.08168
OGLE-2011-BLG-0051  None  17:52:42.17  -29:09:05.7  2455621.71873  2011-02-28.88  None  None  None  4448.006259  0.000907  1102.5362  26.0497  18.44372
OGLE-2011-BLG-0052  None  17:50:39.93  -28:41:16.2  2455623.485201  2011-03-02.98  None  None  None  15.164300  0.147195  6.8488  20.9638  18.87479
OGLE-2011-BLG-0053  None  17:52:34.53  -28:23:09.5  2455613.60615  2011-02-21.56  None  None  None  107.700243  0.000001  1000000.0  35.0887  20.08873
OGLE-2011-BLG-0054  None  17:50:56.33  -30:01:20.0  2455620.26389  2011-02-28.30  None  None  None  9.899090  0.501973  2.1756  17.5893  16.74529
OGLE-2011-BLG-0055  None  17:53:50.56  -29:39:04.7  2455605.586322  2011-02-12.81  None  None  None  82.199936  0.140642  7.1629  20.2587  18.12098
OGLE-2011-BLG-0056  None  17:58:31.37  -28:27:43.8  2455613.669327  2011-02-20.87  None  None  None  47.408982  0.091500  10.9632  19.2131  16.61325
OGLE-2011-BLG-0057  None  17:57:22.76  -28:24:31.4  2455598.031179  2011-02-05.53  None  None  None  15.847640  0.086932  11.5358  19.8853  17.23018
OGLE-2011-BLG-0058  None  17:59:49.72  -28:02:37.0  2455626.649378  2011-03-06.42  None  None  None  20.305870  1.096282  1.2806  17.6572  17.38870
OGLE-2011-BLG-0059  None  17:56:20.75  -29:21:00.5  2455690.338537  2011-02-15.39  None  None  None  7.999875  3.588916  1.0092  17.2308  17.22091
OGLE-2011-BLG-0060  None  18:00:06.95  -29:01:13.4  2455590.733129  2011-01-28.07  None  None  None  46.139274  0.132905  7.5739  20.6561  18.45783
OGLE-2011-BLG-0061  None  17:57:48.45  -30:57:18.4  2455754.88106  2011-07-18.85  None  None  None  4999.999985  0.030384  32.9235  25.5818  21.78799
OGLE-2011-BLG-0062  None  17:58:37.87  -30:00:38.8  2455621.56  2011-02-28.98  None  None  None  78.718903  0.125414  8.0205  21.609  19.34851
OGLE-2011-BLG-0063  None  17:57:19.94  -30:02:53.5  2455623.354287  2011-03-02.63  None  None  None  57.798975  0.251991  4.0623  21.2625  19.74057
OGLE-2011-BLG-0064  None  18:02:57.03  -27:52:52.2  2455710.275213  2011-06-27.56  None  None  None  87.577999  1.556576  1.1212  16.2027  16.07853
OGLE-2011-BLG-0065  None  18:01:42.56  -27:49:48.7  2455614.639042  2011-02-21.81  None  None  None  15.614095  0.301412  3.4297  20.8317  19.49353
OGLE-2011-BLG-0066  None  18:03:02.64  -27:14:04.6  2455622.383954  2011-03-02.21  None  None  None  331.097192  0.000001  1000000.0  33.5561  18.55606
OGLE-2011-BLG-0067  None  18:00:58.82  -26:52:13.7  2455601.627566  2011-02-08.82  None  None  None  44.960742  1.031464  1.32  18.679  18.37758
OGLE-2011-BLG-0068  None  18:03:12.55  -29:11:49.2  2455588.000272  2011-01-27.08  None  None  None  42.828377  0.714174  1.655  18.2955  17.74858
OGLE-2011-BLG-0069  None  18:05:58.23  -28:19:37.5  2455632.347559  2011-03-12.49  None  None  None  95.539707  0.171533  5.8939  21.0156  19.08960
OGLE-2011-BLG-0070  None  18:01:52.18  -28:20:34.8  2455617.158182  2011-02-24.48  None  None  None  121.939774  0.140934  7.1483  20.4738  18.33832
OGLE-2011-BLG-0071  None  17:53:10.54  -31:28:10.6  2455629.055562  2011-03-08.54  None  None  None  43.718994  0.263452  3.8938  20.1755  18.69956
OGLE-2011-BLG-0072  None  17:51:40.85  -30:40:13.6  2455610.337987  2011-02-17.86  None  None  None  9.902745  0.195890  5.1781  22.0501  20.26470
OGLE-2011-BLG-0073  None  17:49:43.93  -30:30:31.5  2455621.186736  2011-02-28.39  None  None  None  40.476916  0.345412  3.023  20.902  19.70093
OGLE-2011-BLG-0074  None  17:49:39.07  -30:27:08.4  2455610.115877  2011-02-18.07  None  None  None  40.041179  0.486238  2.2346  20.1522  19.27915
OGLE-2011-BLG-0075  None  17:36:48.96  -26:54:38.1  2455618.140456  2011-02-25.63  None  None  None  28.539984  0.116458  8.6304  23.3429  21.00285
OGLE-2011-BLG-0076  None  17:33:49.76  -27:04:53.8  2455604.380857  2011-02-13.50  None  None  None  15.049021  1.506505  1.1319  18.1708  18.03628
OGLE-2011-BLG-0077  None  17:56:22.87  -30:12:45.4  2455621.44271  2011-02-28.16  None  None  None  14.366370  0.010270  97.3748  25.2177  20.24663
OGLE-2011-BLG-0078  None  18:01:03.84  -28:07:04.4  2455619.184238  2011-02-26.70  None  None  None  10.337944  0.129602  7.7644  20.9239  18.69860
OGLE-2011-BLG-0079  None  17:52:45.35  -30:25:39.8  2455647.549425  2011-03-26.98  None  None  None  48.419227  0.472174  2.291  18.8744  17.97433
OGLE-2011-BLG-0080  None  17:54:25.67  -30:00:57.0  2455622.078518  2011-03-01.58  None  None  None  30.518431  0.006293  158.9091  24.8349  19.33200
OGLE-2011-BLG-0081  MOA-2011-BLG-0064  17:53:24.135  -30:02:34.552  2455661.172773  2011-04-07.05  None  None  None  4999.999990  0.003392  294.8126  22.8083  16.63447
OGLE-2011-BLG-0082  MOA-2011-BLG-0103  17:52:57.735  -29:55:08.004  2455697.202254  2011-05-20.74  None  None  None  5000.000000  0.000001  1000000.0  31.5106  16.51058
OGLE-2011-BLG-0083  None  17:49:06.38  -29:33:21.1  2455642.236503  2011-03-21.71  None  None  None  15.647849  0.714046  1.6552  18.5952  18.04806
OGLE-2011-BLG-0084  None  17:53:38.27  -29:19:00.0  2455622.396646  2011-03-01.83  None  None  None  23.331504  0.210250  4.8347  20.3367  18.62575
OGLE-2011-BLG-0085  None  17:55:38.20  -27:58:26.6  2455635.826721  2011-03-15.33  None  None  None  17.294058  0.173891  5.8157  20.3519  18.44039
OGLE-2011-BLG-0086  MOA-2011-BLG-0065  17:58:55.055  -29:39:50.364  2455655.483156  2011-04-04.20  None  None  None  42.604011  0.222592  4.5756  23.2271  21.57594
OGLE-2011-BLG-0087  None  17:55:40.98  -29:05:51.2  2455653.941739  2011-04-02.56  None  None  None  64.887446  0.454106  2.3689  19.4386  18.50225
OGLE-2011-BLG-0088  None  17:57:01.35  -28:40:56.2  2455624.513576  2011-03-04.01  None  None  None  6.451674  0.017798  56.1928  24.3312  19.95701
OGLE-2011-BLG-0089  None  17:59:42.12  -30:58:52.9  2455646.682731  2011-03-24.20  None  None  None  68.084396  0.135725  7.4186  21.3989  19.22313
OGLE-2011-BLG-0090  None  17:56:02.40  -30:48:24.2  2455622.709422  2011-03-02.42  None  None  None  30.377453  0.238404  4.2834  20.3767  18.79723
OGLE-2011-BLG-0091  MOA-2011-BLG-0022  17:55:29.195  -30:37:31.505  2455631.998194  2011-03-11.40  None  None  None  8.280816  0.801308  1.5304  16.407  15.94503
OGLE-2011-BLG-0092  None  17:55:32.12  -30:14:44.4  2455617.526384  2011-02-24.98  None  None  None  11.578357  0.548773  2.0219  19.9304  19.16596
OGLE-2011-BLG-0093  None  17:54:53.93  -30:12:00.2  2455625.526649  2011-03-05.03  None  None  None  15.500270  0.200878  5.0532  21.3206  19.56166
OGLE-2011-BLG-0094  None  17:57:34.63  -30:01:53.2  2455622.37461  2011-03-01.88  None  None  None  3.502527  0.502936  2.1722  18.4486  17.60639
OGLE-2011-BLG-0095  None  18:04:27.08  -27:08:58.5  2455639.942589  2011-03-19.39  None  None  None  87.649332  0.292110  3.5319  19.994  18.62397
OGLE-2011-BLG-0096  None  18:00:24.48  -27:22:28.7  2455624.962399  2011-03-04.39  None  None  None  1.414785  0.109221  9.1967  19.905  17.49596
OGLE-2011-BLG-0097  None  18:03:43.41  -29:03:06.4  2455630.447779  2011-03-09.41  None  None  None  27.353097  0.238766  4.2772  20.5393  18.96137
OGLE-2011-BLG-0098  None  18:01:19.47  -28:47:34.3  2455642.883254  2011-03-22.21  None  None  None  36.976058  0.998519  1.3427  18.5069  18.18693
OGLE-2011-BLG-0099  MOA-2011-BLG-0047  18:02:03.629  -28:25:30.817  2455638.049746  2011-03-16.93  None  None  None  39.038779  0.225877  4.5114  16.2308  14.59506
OGLE-2011-BLG-0100  None  18:01:45.92  -28:31:34.8  2455620.751824  2011-02-28.24  None  None  None  12.281745  0.081721  12.2674  21.2885  18.56660
OGLE-2011-BLG-0101  None  18:01:18.65  -28:31:14.4  2455634.239079  2011-03-13.63  None  None  None  10.452482  1.694997  1.0966  17.4182  17.31805
OGLE-2011-BLG-0102  None  18:04:26.00  -28:11:26.5  2455625.367385  2011-03-05.03  None  None  None  4999.708469  0.000342  2923.9767  26.717  18.05207
OGLE-2011-BLG-0103  None  18:04:05.14  -31:20:28.1  2455621.527405  2011-03-01.08  None  None  None  10.761203  0.390150  2.7072  19.9581  18.87679
OGLE-2011-BLG-0104  None  17:52:15.88  -30:50:30.8  2455625.371879  2011-03-04.45  None  None  None  17.296682  0.000001  1000000.0  33.9917  18.99168
OGLE-2011-BLG-0105  MOA-2011-BLG-0041  17:52:07.537  -30:02:22.693  2455634.835349  2011-03-14.37  None  None  None  8.880150  0.210350  4.8325  18.1372  16.42681
OGLE-2011-BLG-0106  None  17:50:47.56  -29:56:43.1  2455626.475315  2011-03-05.97  None  None  None  12.166002  0.359231  2.9167  17.2504  16.08821
OGLE-2011-BLG-0107  None  17:58:23.39  -28:35:53.2  2455633.669859  2011-03-13.26  None  None  None  11.487845  0.537540  2.0561  19.5149  18.73227
OGLE-2011-BLG-0108  None  17:57:56.99  -28:27:18.5  2455629.714018  2011-03-09.01  None  None  None  39.937333  0.191021  5.3064  20.3503  18.53833
OGLE-2011-BLG-0109  None  17:58:00.18  -28:25:58.3  2455641.266733  2011-03-20.70  None  None  None  30.386230  0.118045  8.5155  22.2927  19.96715
OGLE-2011-BLG-0110  None  17:59:55.93  -27:59:59.5  2455668.287304  2011-04-16.85  None  None  None  106.237298  0.414423  2.5657  19.6425  18.61949
OGLE-2011-BLG-0111  None  17:57:02.04  -29:41:07.6  2455626.990168  2011-03-03.16  None  None  None  10.807808  0.523440  2.1014  18.5366  17.73036
OGLE-2011-BLG-0112  MOA-2011-BLG-0081  17:56:47.613  -29:34:36.527  2455657.266898  2011-04-04.92  None  None  None  24.056112  0.103804  9.6724  23.7521  21.28823
OGLE-2011-BLG-0113  MOA-2011-BLG-0021  17:58:06.434  -29:14:07.822  2455629.141661  2011-03-08.79  None  None  None  2.724936  0.175865  5.7519  23.4838  21.58425
OGLE-2011-BLG-0114  MOA-2011-BLG-0042  17:55:15.508  -29:15:58.165  2455633.648987  2011-03-13.01  None  None  None  101.703519  0.010921  91.5708  23.0408  18.13640
